code;name;total_rooms;used_rooms;amount_employees;technical_or_high_school
53000030;ASSOC DE PAIS E AMIGOS DOS EXCEP - APAE-DF;59;59;280;false
53000102;ASSOC PESTALOZZI DE BRASILIA;19;19;60;false
53000226;ESC CETEB DE JOVENS E ADULTOS;24;4;61;false
53000234;CEJA ASA SUL - CESAS;25;25;192;false
53000331;CED DA AUDICAO E LINGUAGEM LUDOVICO PAVONI - CEAL;43;43;112;false
53000439;CEE 01 DE BRASILIA;74;74;178;false
53000714;CEE DE DEFICIENTES VISUAIS;30;30;119;false
53000781;ARVENSE - CED;17;17;100;false
53000790;ESC URSINHO FELIZ;8;8;30;false
53012771;CEE 02 DE CEILANDIA;36;29;155;false
53012780;CEE 01 DE SAMAMBAIA;28;28;158;false
53012798;EC ASPALHA;5;5;29;false
53012801;CIL 02 DE BRASILIA;13;13;73;false
53012810;CEI 304 DO RECANTO DAS EMAS;13;13;63;false
53012828;CEF 801 DO RECANTO DAS EMAS;21;21;118;false
53012836;CR SAO VICENTE DE PAULO;5;5;28;false
53012852;CE DA MONICA;8;8;15;false
53013735;C DE TREINAMENTO HILTON PINHEIRO MENDES - CETRES;0;0;0;false
53001656;EC 315 SUL;0;0;0;false
53002644;CED JUSCELINO KUBITSCHEK - GAMA;0;0;0;false
53001486;EC 108 SUL;8;8;41;false
53001494;EC 111 SUL;10;10;20;false
53001508;EC 113 NORTE;10;10;48;false
53001516;EC 114 SUL;8;8;75;false
53001524;EC 115 NORTE;8;8;45;false
53001532;EC 204 SUL;9;9;40;false
53013506;EC CORREGO DO ARROZAL;5;5;23;false
53013514;EC 14 DE SOBRADINHO;14;14;64;false
53013522;CEF 08 DE SOBRADINHO;15;15;106;false
53013530;CEF 301 DO RECANTO DAS EMAS;19;19;100;false
53013549;CEI DO RIACHO FUNDO II;20;20;90;false
53013557;EC 01 DO RIACHO FUNDO II;20;20;81;false
53013565;EC 215 DE SANTA MARIA;16;14;90;false
53013581;ESC PARQUE DO SABER;3;3;4;false
53013603;INST DE EDUC HAIDEE NEVES - IEHN;13;13;48;false
53013611;INST MONTE HOREBE ASA SUL;11;11;17;false
53013620;COL GONCALVES DIAS;9;9;27;false
53013638;COL MAXWELL;20;20;58;false
53013654;COL SOMA;50;50;66;false
53013662;PRO-EDUCAR INST TECNICO EDUCACIONAL;12;12;34;false
53015053;CR E PRE-ESC RAIO DE SOL;0;0;0;false
53010043;CR RENASCER;0;0;0;false
53018400;C CENECISTA DE EDUC PROFISSIONAL FELIPE TIAGO GOMES;0;0;0;false
53014367;CE ESPACO DO SABER;17;11;45;false
53014375;CE SENSO;17;14;24;false
53014391;C DE EDUC NERY LACERDA - CENEL;20;16;65;false
53014405;ESC ATUAL;33;30;111;false
53014421;ESC AFFINITY ARTS;8;8;44;false
53014448;COL ESPACO CRIATIVO;12;12;68;false
53014464;COL REACAO II;19;19;66;false
53014472;COL EDUCANDARIO DE FATIMA;23;19;44;false
53014480;ESC JARDIM ENCANTADO;4;4;4;false
53014499;CED BETESDA;5;5;7;false
53014502;COL VIVENCIAR;9;9;28;false
53014537;ESC MATER DEI;10;7;11;false
53014545;EC 01 INCRA 08;19;19;103;false
53014553;CEF 03 DE BRAZLANDIA;16;16;67;false
53014723;COL CAMINHO;0;0;0;false
53016157;CEPI CORUJINHA-DO-CERRADO;9;9;40;false
53016165;CEPI CURIO;9;9;39;false
53016173;CEPI BEIJA-FLOR;9;9;39;false
53016181;CEPI QUERO QUERO;9;9;28;false
53016190;INST PEDAGOGICO CRESCER - IPEC;9;7;18;false
53016203;COL MDC;4;4;20;false
53016211;SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE;20;20;20;false
53016017;C UNIVERSITARIO DO DISTRITO FEDERAL - UDF;0;0;0;false
53016220;EP DA NATUREZA DE BRAZLANDIA;12;12;60;false
53016238;CEPI PAINEIRA;9;9;40;false
53016246;CEPI ANDORINHA;8;8;35;false
53016254;CEPI JURITI;8;8;38;false
53016262;CEPI CALIANDRA;9;9;18;false
53016270;CEPI ONCA-PINTADA;9;9;27;false
53016289;CEPI TAMANDUA BANDEIRA;8;8;29;false
53003454;CEF 04 DE TAGUATINGA;15;12;70;false
53003462;CEF 05 DE TAGUATINGA;12;12;75;false
53003470;CEF 08 DE TAGUATINGA;13;13;90;false
53003489;CEF 09 DE TAGUATINGA;11;11;69;false
53003497;CEF 10 DE TAGUATINGA;16;14;75;false
53003519;CEF 12 DE TAGUATINGA;20;20;121;false
53003527;CEF 14 DE TAGUATINGA;16;16;102;false
53003535;CEF 15 DE TAGUATINGA;17;17;75;false
53003551;CE DO SESI-DF - TAGUATINGA;70;70;111;false
53003560;COL PRESBITERIANO SIMONTON;13;11;27;false
53003578;CED 02 DE TAGUATINGA;20;20;188;false
53003586;CEM 03 DE TAGUATINGA;19;19;86;false
53003594;CED 04 DE TAGUATINGA;26;18;122;false
53000811;CASA DA CRIANCA PAO DE SANTO ANTONIO;14;14;55;false
53000820;ESC INF CASA DE ISMAEL;7;7;32;false
53000846;CEF 01 DE BRASILIA;7;7;34;false
53013824;COL ALUB - SEDE VIII;0;0;0;false
53004310;EC 50 DE TAGUATINGA;14;14;78;false
53004329;CEI 03 DE TAGUATINGA;10;10;59;false
53004337;EC 52 DE TAGUATINGA;8;8;50;false
53004345;EC 53 DE TAGUATINGA;14;14;57;false
53004353;EC 55 DE CEILANDIA;20;19;46;false
53004361;EC ARNIQUEIRA;6;6;28;false
53004370;EC COLONIA AGRICOLA VICENTE PIRES;7;7;55;false
53004388;CEF VILA AREAL;11;10;57;false
53004396;EC 54 DE TAGUATINGA;23;20;131;false
53004418;CED ADVENTISTA DE TAGUATINGA;19;19;94;false
53004655;INST DE EDUC GUINESS;16;13;43;false
53001540;EC 206 SUL;8;8;45;false
53001559;EC 209 SUL;8;8;47;false
53001567;CEF 214 SUL;10;10;50;false
53001575;EC 302 NORTE;8;6;42;false
53001583;EC 304 NORTE;7;7;38;false
53001591;EC 304 SUL;8;8;53;false
53001605;EC 305 SUL;8;8;51;false
53001613;CEF 306 NORTE;10;10;64;false
53001621;EC 308 SUL;8;7;29;false
53006399;EC CURRAL QUEIMADO;0;0;0;false
53014049;INST EDUCACIONAL EVANGELICO NAZARENO;0;0;0;false
53005473;CED 02 DE SOBRADINHO;19;19;144;false
53005503;COL LA SALLE - SOBRADINHO;22;22;81;false
53005511;MONT BLANC CED;13;13;65;false
53005619;COL ALLAN KARDEC;25;25;23;false
53005627;EC 01 DE SOBRADINHO;12;12;67;false
53002210;JI 21 DE ABRIL;5;5;29;false
53002229;JI CASA DO CANDANGO;15;15;86;false
53002237;JI 102 SUL;4;4;22;false
53002245;JI 106 NORTE;5;5;28;false
53002253;JI 108 SUL;4;4;24;false
53002261;JI 114 SUL;4;4;22;false
53002270;JI 208 SUL;4;4;31;false
53002288;JI 302 NORTE;4;4;27;false
53002296;JI 303 SUL;5;5;36;false
53002318;JI 305 SUL;4;4;32;false
53002326;JI 308 SUL;4;4;24;false
53002334;JI 312 NORTE;6;6;39;false
53002342;JI 314 SUL;4;4;21;false
53002350;JI 316 SUL;4;4;24;false
53002369;JI 404 NORTE;5;4;29;false
53015932;C UNIVERSITARIO IESB - UNIDADE SHOPPING JK;0;0;0;false
53003047;CED ENGENHO DAS LAJES;12;13;97;false
53003055;EC PONTE ALTA DE CIMA;5;5;32;false
53003063;CEF PONTE ALTA NORTE;7;7;50;false
53003071;CEF 15 DO GAMA;25;20;79;false
53003080;ESC ADVENTISTA DO GAMA;30;28;128;false
53003098;CE MAURICIO DE NASSAU - CEMAN;50;50;43;false
53003241;COL PAX;23;23;55;false
53003268;CFP ROSERVARTE ALVES DE SOUSA - SENAI GAMA;29;29;82;false
53003284;ASSOC DE PAIS E AMIGOS EXCEP E DEFICIENTES - APAED;27;27;48;false
53003292;CE ARCO IRIS ENCANTADO;9;9;15;false
53003381;CAIC PROF WALTER JOSE DE MOURA;40;40;197;false
53003403;CR CANTINHO DA PAZ;18;18;102;false
53003420;CE BRASIL CENTRAL;23;21;86;false
53003446;CEF 03 DE TAGUATINGA;23;20;104;false
53014430;INST SAGARANA;0;0;0;false
53016297;CEPI JABUTI;9;9;32;false
53016319;CEPI CANARIO DA TERRA;9;9;38;false
53016327;CEPI PEQUIZEIRO;9;9;42;false
53016335;CEPI ARARA-CANINDE;9;9;31;false
53016343;CEPI SABIA-DO-CAMPO;9;9;39;false
53016351;CEPI LOBO-GUARA;9;9;41;false
53016378;CEF 05 DO PARANOA;18;18;84;false
53010710;CED LOBO MARIANO FAVO DE MEL;0;0;0;false
53084071;ESC DIVINO MESTRE;0;0;0;false
53009509;CR MAT E JI MEDALHA MILAGROSA;0;0;0;false
53016386;CIL 01 DE PLANALTINA;10;10;17;false
53016394;CEPI OLHOS DAGUA;9;9;30;false
53016408;CIL 01 DE SANTA MARIA;4;4;23;false
53016416;CEI 01 DE CEILANDIA;8;8;40;false
53016424;CEPI BURITI;9;9;27;false
53016432;CIL 01 DO RECANTO DAS EMAS;10;10;52;false
53016440;CEPI JEQUITIBA;8;8;36;false
